methodA,methodB,methodC,methodD,methodE
0,4.904110546678834,10.351285473373425,6.616920377438257,2.126157407887593
0,4.63927997032102,2.9024790363563775,1.1217252367746053,0.979641975380689
3,7.340138329175012,4.06687969803958,6.644338075863693,0.0575600960381788
0,11.161362983103427,2.274824405971536,1.6490634710160492,4.815020501187125
9,3.562217269871767,1.5566312788824266,2.344718094182149,0.9617990890812596
9,9.448064132118173,0.816924201735593,10.357847834043655,5.542791124249285
1,-1.0722696624084644,3.1192388008300354,1.621807848921089,1.9738437640428548
2,5.490154649215738,3.1296602315107616,5.933225713790999,1.2900434496586288
2,4.939745449201294,4.5907785460032455,-2.943090763357765,2.371005317418535
8,3.4615609027710423,3.3190028377106473,9.19041848354636,1.577815480947152
8,3.920971166245879,5.268627830221129,-9.123082708523727,3.178980078690178
4,6.976121630772201,4.069745140032173,4.948632037079904,1.2986357488208107
0,2.950947069160895,1.4058434502465746,5.442336781076933,2.335219134390186
3,6.250695997994283,4.20519342694655,8.469326203523954,0.4456768550797269
3,1.9775731474064204,3.795216304466517,7.138199641175277,2.1531449642651768
3,8.82549547923386,1.2347204129511753,7.086179185219031,4.611298938394318
0,8.058877500082378,1.5116238427586397,5.245320110275446,3.318662416721245
1,14.854810391438109,2.6764127976341676,3.2795851157338545,7.6798000653025795
5,8.559991068074915,3.979428218550876,2.962369247809651,0.9646205057652611
4,0.3957292863798658,2.2458931085755127,5.981129104037669,5.082560753483338
3,7.857301166386149,1.7316598617387675,12.485698485103963,1.169077453213888
4,7.45888627894692,3.212224304960706,3.6029531008617344,3.1691355618183112
4,2.427344813938871,4.276534200755428,14.062181073702213,1.3607329136107842
6,2.9742414222529496,2.247209977983984,-0.8363550553636703,3.165012806377348
9,2.3772922822502287,5.8310017698707135,6.977239955261787,7.5595143234915465
9,0.6799112620174359,2.2451651922812847,7.240294177676322,6.438753710769265
6,-0.598665749081456,2.6622649343413367,8.380663729740682,2.773321032338341
4,4.351100668998323,1.599319755453474,3.2506239073569962,5.751302999013792
5,6.68243493874586,6.274214996400195,2.5154459412667522,5.819362918808476
5,4.996696786156057,2.1004975153617655,6.704734593774798,2.3056482075338405
0,5.233390872542268,1.6813027324754939,12.774620308229467,7.506618534039757
7,1.97594989582419,6.271033987650364,-4.512664169817443,5.72702477829532
6,10.970203524229252,2.572814777348756,5.840489314907135,1.8569324566576593
2,8.701987829150127,4.647794433997816,8.852374606437856,0.2970152091692233
4,4.443406769364398,2.467264953336134,1.76115009487191,4.648363021059554
2,2.2530868892200666,1.8609856930866229,3.656120777034354,1.207273795899443
1,6.105556752700714,3.1118605308541443,7.992324310557244,6.780498521784971
3,2.2356063237742534,3.8912361051153614,10.014722247002943,5.037770923788302
8,5.488379546086343,2.141038970664475,6.912009939037168,5.396555370728289
6,0.9243671713039898,2.463496452754097,12.064569461695125,4.940924331666083
7,0.2949147390449136,2.4049235256901658,5.489362405188358,3.1189599660879193
1,11.060185571377872,1.8813614875249849,4.6719549071437365,4.404497560351829
7,7.081611188266709,2.4479420290223493,2.4217147891952773,3.776436575226631
8,5.640929867632003,1.6630723373989929,0.5381954541535086,3.8078929975965683
4,3.581075716601518,1.384350012420838,2.500076584090163,6.995307813784837
9,8.050159040356164,3.2615662921090762,5.672140675144134,5.052302065819974
8,6.399809083282418,8.41064889228649,2.1556480288357474,2.2991666123139107
1,4.601569919059201,2.2143700785350005,6.522665829588832,3.753607880024507
6,5.7812917897864935,1.8068807900305237,6.819886441447037,4.245582024927547
0,3.328256322375858,3.1834343488374275,8.745341610023823,1.3807947401885807
8,2.6626002776103266,1.532181057028715,4.997245633849755,7.365061479254414
5,-0.3526008467392492,3.515697058903224,2.862548529318132,2.136106949522055
0,3.7368582330659703,2.629934068823082,7.297099440143065,0.7398398862479889
7,7.948909511402924,3.670815779121346,-2.580579806471097,2.0146664260882146
2,0.6883734695182628,4.493884385437489,10.792178695801281,3.834728996616633
8,3.900605120313662,2.059157016990446,-1.651710707948637,4.930428844152557
0,10.21569299696218,2.138921065951746,7.489406130934025,4.979386141687596
5,5.715330147584617,5.03183801416812,-5.954301049571317,3.520345007454807
1,4.121777870157777,2.6686006970176797,8.019980304652673,0.2676076463099467
1,3.6364555445249067,5.704406119995031,-1.692728662864762,0.2781281549176936
6,4.355596748096373,3.656672693929643,6.514077080882934,4.461399576425177
1,3.3414737431444195,1.8414396188910356,-2.839440214444065,6.605908674671533
1,10.312560130494791,3.45153884332885,-3.5805095586578304,3.456294695190001
4,3.829640215778167,2.2882644274139894,7.522688948147086,8.330931979809208
3,-0.9275098395876338,2.023895086575085,7.284981928606129,5.620542903858199
6,4.53789649484291,1.7601808370788081,1.3580109161891407,7.136998441233131
3,9.034185063846936,4.930068511671121,1.938169605216245,0.6430653023714901
3,4.455890317989924,3.129024844479489,-2.677741112246668,1.6393436675081454
8,6.933836478799336,4.380747805384374,-3.5951871075553505,8.302769067690884
9,7.5872342743742385,3.6428319950122696,1.4729365637315848,4.265669517561277
0,6.857793253616892,3.9077922350973076,13.972268579166528,1.241343898450518
8,0.28553888810883254,2.2129151794479505,10.21949559669954,2.4406882050827994
8,4.842566004147652,2.057764462726118,2.505798101148104,7.506287107035739
2,3.8156807915476754,2.7569127684424637,2.1696634722002233,8.00248055207816
3,4.583916654767948,2.5395676448254054,9.50871602397955,2.322960439924758
3,5.109186448908005,4.478094710857464,1.488591630192274,7.3351103924101855
1,2.3171249530192184,4.184730691298326,5.393010295046535,5.6657375454104075
1,4.220333798430911,4.714727225667932,-0.9922413850434992,0.2809741099988444
5,0.6287261954243899,6.381638062266313,14.971775887665022,1.8896874867239903
9,5.11929746818148,2.415366527309648,9.260157881032258,7.75274246961141
5,-1.6429104189338881,1.3217621680032003,5.358118776814762,0.0349937606006373
7,6.43479963343509,1.3137986648235318,10.238430346733088,1.1191799853685198
0,6.256183739034167,3.10622326616704,0.8733726349991655,4.043677291011571
9,2.8129636066304995,1.080134975453438,4.098931287620968,8.616699285243408
8,10.135123461757217,4.30809000340881,9.149611494943803,3.851232503810801
7,5.275307227122002,0.9998774097606037,3.323010321660322,8.22305107077739
0,5.135826092623594,3.042149330325771,3.909025893834073,5.996701009048859
3,8.212462179389458,1.622571497082788,-3.417148506970954,0.4616464119753044
3,6.302033491402536,1.233175742844077,11.08645643036163,6.195222513857707
2,4.488522668418488,3.192285697462659,5.757856077755234,1.5520930250873417
0,3.6558328445164383,3.9653009791134712,-2.9955287975228213,3.644770236495313
1,7.21540388979051,3.494032113392091,1.786778417313466,6.332191564531176
2,4.433065681981818,1.3178129139553016,4.872588862715383,5.1727563810659145
9,2.9128579949286464,4.48920084087925,10.454271347607238,7.0754318702151116
7,6.7755182057861365,6.111568075228032,1.9552544672403478,8.689846882971617
4,6.141892997392082,2.6135120303369335,4.845217687073117,5.2561335861368725
2,3.9936043809190096,3.5437277281418673,9.581231404211987,0.6777107698993297
7,3.598682607641863,1.5887339306128299,13.111426338373157,6.31644351915016
9,5.376796574752731,7.032898055142144,-2.6983541828831985,0.8192505541476491
2,0.8346706498119278,1.3010171802649624,-1.985260811676616,0.5017771182685954
2,5.961521976110103,1.5053072788989734,-0.2901239078256914,4.503256512018862
5,2.2840166772980335,2.629157142173001,2.9482890329940052,7.575869436968429
7,6.626613417021609,2.470139717252688,9.89737867234466,6.318770280909675
2,7.054331522702675,2.649736274380938,4.797692118102997,0.5115625325285948
2,0.7235021269449398,1.433859919420991,5.627160060459714,3.965578931593441
4,7.7136405673432265,4.349298037050553,7.8243717721685035,4.449209913252446
3,4.348691975718725,2.4886716546115015,10.576369643843117,7.855297651976701
7,2.496644927768801,5.203285204929719,9.552933127486437,4.178149844164962
7,5.615358634026733,3.4642132501469844,7.9979539263287585,1.7139967967924297
7,7.599186394705547,3.587575408697034,9.26572920132963,4.348075951017248
3,7.495796753704808,2.3194493733192716,0.3498079475001932,2.2825530025377527
4,0.9526265503315043,2.8107221546848025,2.672481525518126,3.120696299991282
1,3.3123652517087154,1.3322449766396742,11.626564658902023,3.7051511325481408
5,4.339621282933822,2.769928958051741,3.994556565539101,5.909468385783831
9,7.2735023320011445,2.3350309450000806,-6.927566240981008,5.925199882012402
5,3.205270861380613,4.162975142376479,1.7737330896336916,6.805879533710872
2,3.202670167218834,3.2461240238859252,0.7605518874467805,6.227968042009101
2,3.471421353071498,7.570401557402057,1.9845364254325286,3.8439806835427883
8,5.593005021905833,2.525202135286284,0.40010652606908703,0.7191658307540987
3,5.44245381580276,5.743021717083693,5.222216594245427,5.013244976959584
5,3.6398583189391642,1.5981234747255348,7.10669364796235,6.955859566540849
0,2.7784730149952463,1.7688221358792386,4.2351758239547195,7.41212571760246
3,3.3631831553935414,3.4193665339674366,-0.12926777861918826,3.985094406587488
0,7.800254776110393,1.7400076091807746,3.9404604880250607,7.812572225366316
6,5.731859113699701,4.597628735207742,0.63196286709681,1.7538731221070951
7,8.203899954455725,2.3031476695955204,-2.378073558236668,2.489449934724564
9,9.154644844062949,3.289001891807958,0.8575759888894714,1.0135658699509538
8,-2.6987579085662796,4.508544045034591,1.7564781695775742,2.6550428648954925
8,3.320624084253275,2.6842030270467134,5.745416188115976,8.573427042385482
4,4.076652315864248,2.4228466985690775,2.1726512432150002,3.517686440897208
8,5.08316418673025,4.018092169220721,7.679506757822348,8.22136232448281
1,2.7289115950511933,2.7913586453688475,10.108842504598417,5.11499210764706
8,8.737396240086195,1.504768576463492,-1.8179867601636692,2.608783642272591
7,9.843888439904068,2.667006186013242,3.015848812626719,2.63063067312777
3,4.430593480253512,3.821390363384499,4.802619381208377,1.2957264120833187
7,4.6482691119229615,6.134367388497997,4.447625652157718,3.9850964656424237
1,3.433431703457627,3.558254240575644,2.228944058824681,8.187664548810528
4,4.867986507948031,2.6915189189683186,11.637000177163529,6.651684711771545
2,2.403478359747276,3.5641752059028122,7.842144269573087,8.119102372518233
3,5.989791853549377,2.144949815465256,5.526851560252602,1.3814597183998323
6,1.2492017884736208,2.1352970558334805,-0.9633874428555194,6.358600725805883
7,5.072138059138943,0.9612267018053574,2.7662860742293653,1.8041347475640286
1,2.9448841694326457,3.5049945937993865,1.0734931679222317,7.205188798843116
5,1.8885132473236101,3.186257261493725,-1.2360482515588176,7.764894334580955
3,5.505559650259419,3.9844229930841664,-3.4533488575994653,0.2487781133464897
5,4.9607914344268,2.21319971311812,5.725616099430242,6.296158410605875
1,2.1392650274820157,3.199404617927263,-0.6400314970070795,5.537435002796932
4,8.131058085135585,4.929397113740301,9.977682886676057,5.192021971513235
2,9.360119170240722,1.2261564666345568,-1.6280753496654823,5.577143341744142
9,1.387303514095609,3.059827834237015,-2.4727230857573366,7.558330037391584
4,2.1125449101149996,4.023935821592633,3.2794258495721036,4.909949596668123
2,6.449707333665865,3.3932072729288967,4.563904817034261,6.377632271765962
7,6.418630886563034,1.9738419622712364,-3.8174403543547477,6.858751882335895
9,5.881392985538965,6.9218652923843145,5.122224197821698,5.218159856040662
0,6.8738925769412,1.8576350433156847,1.0662954849380277,0.6894181266016587
1,1.5196191579755238,3.290535041499098,6.2468884171141585,0.3640286757384763
5,3.2796330621702907,3.3601419066663945,5.823389647943175,2.8606112404581006
8,3.850265323844246,1.9228270821105087,2.0656796589825466,6.5034060901994195
7,7.930237636934566,2.5737433853978624,3.6789933067005194,2.588802207791291
5,1.803302099666631,4.758158185627947,2.829208466552605,0.2926262374286801
6,8.366129050830924,3.4407716492646863,-1.71087109585571,7.701370587696388
3,10.334287668280325,1.1176499753336162,5.822746202583375,8.987700776422606
2,6.662873266427939,2.228884065713499,5.497027162516038,4.828416306742808
0,4.745524682642824,2.9276828675147137,2.1879004404068505,7.3829930520011295
6,4.995767577606957,4.498693734443669,7.649296341299022,4.100619782444018
9,5.555238000954664,3.6644187992238897,2.447949754110198,2.1767715066849447
7,5.0209521743933605,3.8238753629873226,-0.5088097668356859,6.425640866558104
4,10.834349785080681,0.9460596224794049,3.4746458460575576,1.547365003334408
5,7.294312331355314,1.9882165447686388,6.818816011337587,1.4881045977233018
7,8.798316237812717,4.12570648200741,9.067644292954528,8.911787229304156
5,7.305776224005021,1.4335296039598207,1.9515641187418833,6.060893012124972
3,5.965335987569192,2.905118703132836,-5.630192611820787,6.6936438426519205
6,3.675957444742898,2.1395691898115334,1.9574173548230251,2.675083798173522
4,6.584075125449207,3.7801062649477117,6.546746038424193,7.41163235892548
1,9.80002559257387,1.8703107183229173,5.900322755142371,7.331340654330698
7,1.584986403698676,2.037900344945983,6.931293018211226,2.0309990750101243
1,2.6276558549243387,2.5837831309909256,1.3674056241858477,4.01143808024695
9,6.087792231343785,1.014607754426869,5.247857380383688,4.6052326269736215
9,0.32875872419260954,4.54132771251799,8.267881523865023,7.417224360983355
2,2.6537654867716474,3.9861476520841053,0.3730749214993372,2.740748725775167
7,6.945439808089551,2.276290797857336,5.5358614222999725,5.851604775892515
4,4.050798377855402,2.719856387346618,8.577578300773045,4.956241333820622
7,6.707394574237519,3.100021163456013,-0.9101482908158296,8.328331637248837
1,4.706628846876756,3.9861145437482324,7.515888575027393,3.750496660344412
7,7.0370160659800565,3.839327882112421,3.7842264689957794,1.325912092111823
3,7.56761249456375,2.9034288626080653,6.052805769951356,5.259998434192546
8,7.994501153000181,5.04168923154114,-2.592479466795778,5.314215411339802
2,4.591483505254421,2.298218784878037,4.331257425054142,6.901516220129634
2,6.072605250355213,3.4612331575814115,-4.142750605575701,5.840354461441292
7,0.6276707622287718,4.594419403398119,6.394863050712471,4.296200308141727
6,3.327576844207684,2.6884657276190524,1.157725340318576,0.08455602622933589
4,3.780341225215832,2.565418236409993,7.569047828749893,3.9281883851137294
1,6.836798975330817,3.595776815494248,10.174079398015932,5.604879222682416
4,3.8182585739341346,2.9735235806737688,8.25990002748436,6.848962048203544
3,4.448757951051915,1.8511048707338762,8.316943794995046,2.737326451190194
3,3.774974755472734,2.3180501344822053,4.036918510894172,2.443339899051696
3,10.454529291017735,1.430690545917842,5.115773226197731,4.712768018890418
6,7.873050776273014,2.458028708294404,7.683313733775363,1.3588914449019924
6,5.036063647251526,2.7850297812316565,1.1816106186839765,7.928756370487519
9,4.896041697366781,1.2076985697433404,7.946692036914017,0.32956722752835155
7,7.064951821182697,3.469256322532512,11.765391521712251,2.290473254423305
2,7.702400725726394,1.5749192927372642,6.03070104943148,5.481705931635349
2,3.1777268264978304,2.150270854554219,2.356453484529292,8.03962567687438
3,11.882326220294905,3.0534491718887673,5.510976203034584,3.8747328484227013
9,3.6750821429666134,3.890138339693719,0.11361431557317303,8.743389347240996
3,10.805186841937985,1.4611406133890135,8.4627775409167,1.9379844030616145
3,3.69138627581178,2.5342357174186274,7.000836147380516,3.3841977049095635
2,5.929085957616656,4.5401423455715095,12.081254207635935,5.8885161631424054
9,5.444153233053617,0.8537213215002644,5.920011856002682,2.093388551228871
8,4.835540587179884,1.33213433871194,2.607125201727019,0.8646831716415616
5,4.473592666545279,2.573116321530927,8.645483352033507,2.24414474035032
4,6.262653905207083,4.690748686993312,2.4184728286008927,4.536206210239393
9,7.435672358197254,1.5524541396138822,6.450802101509092,8.507149544434645
4,5.451163244928584,3.5247832765971547,10.568920603753355,5.0995375918691686
8,7.520316186275747,3.6914240484048206,1.2229797071678856,2.6699990659445465
7,3.3343696761456605,1.4290802753188137,12.405337552367543,5.958437565376953
3,1.9443649623111172,1.0495251060630446,4.277259137523462,0.4077890681003722
8,9.754141452635448,7.787345740370399,-0.6649231241624438,7.3920373866887985
5,2.2933385176244325,1.3019098855378568,4.353804046712703,2.4635859645186433
9,8.209941106623319,3.0012910552584926,6.960175286773179,4.590250124822994
6,5.132368099665196,1.2334977877417919,2.772772857945483,1.8846994657218612
8,5.38572054314961,2.623101468492425,9.866240702024996,1.921132568719295
9,4.771313423498739,2.5644958054827023,4.8879104441905055,0.7674106403054631
2,4.529277384162814,3.7126617263059485,-7.60077858851492,0.6088585009876917
8,4.334499997092028,2.4740379370276826,1.888653158984761,3.228799447337269
4,5.5148911890382495,1.6743820379472805,4.201797120419549,2.095163286708669
0,7.490454492113958,2.533945243998236,9.157788482592569,7.220375274025095
6,2.3301091167446444,3.6223117434771575,4.741189444964934,8.813880812753396
5,1.1157815504937103,2.9121873899308084,-3.5934013730243617,7.8052179139615445
1,7.714712813654513,3.1452610823137173,13.239326242924,0.38601860958417045
5,7.227839096545255,3.9352356355198097,3.448985938968023,5.800447637083251
7,1.2828767886298258,1.8538693381723765,9.099914270058214,7.84793831728692
9,8.949977978235701,2.1563218761676004,3.866294673895034,7.355976951315123
5,2.817332688181161,2.571181608830117,13.05448364465369,3.698688544407051
0,0.47179315536975963,1.679116523050762,7.075356036291192,0.4350941069427895
7,2.4579520724282387,2.7004957924735655,4.150087216957273,1.2026412223980159
1,4.223423394726358,1.2535798100299704,6.774606035871709,1.103177566377961
1,6.365042185611252,2.2491774788357524,3.1094180769674544,5.792341047552388
5,8.453209963581179,2.847519858042643,4.762752375999123,8.772603006831076
2,1.9866020100007993,1.4772213212407048,-0.17732477324495832,1.2877650389961575
7,5.409002490041827,3.213424204097569,6.725591072259368,3.5573067612242357
8,7.371483515568243,1.4959180577218079,7.5367105070612,5.425957316653825
8,6.257642664855361,2.604060430986034,3.3661637411670773,5.712749022389124
2,0.36145996752768017,2.1388285852877624,-2.5360456379249063,7.839335911708403
3,-4.334968679427954,3.3733184965868257,0.5479488705316999,3.830018434765772
9,6.626453311937018,2.79911776534356,5.336261929075188,8.343751474873239
4,-0.5588145653020966,2.612215446738779,9.048284957672227,8.38833846745004
9,7.566127057372068,1.0763182515676513,1.5453981431186912,8.31410394675387
3,2.4826957613713216,4.345041335145735,4.966480237203546,5.994055145946214
6,4.515433927091671,1.4163227878282776,8.095944623935331,4.030973779073976
0,3.3410044793492983,5.184739437485529,6.4248359858009545,8.119536718798882
2,4.844130980254288,2.679830873592711,1.1980834882089817,4.969641014159753
4,5.270694978320415,2.58452598316443,4.732170133982513,5.7377853608759155
9,6.247160321224991,4.381376167439589,7.684427789581294,2.7764468559651894
0,11.443826178117284,2.6686271834223927,-1.613911637903989,7.137035818051114
8,4.337113983595581,3.995469557774751,14.533169261018438,6.016642489444145
2,8.327729163041813,3.7316499010039843,7.635581158816088,1.5347855507450783
3,7.002634401034014,1.6112778479343237,6.704231056438995,8.306005027933365
8,3.6894812956259875,2.038050987354548,-0.5452719627507063,4.577909272654931
5,0.310058474502684,2.5397206688795606,11.53718203518408,3.6475040300910386
7,10.334335725460807,1.5335529866729107,8.09040519706214,1.4066913457283925
8,8.339715957702465,2.4360985008411453,1.2131546405409521,7.067036115385064
2,8.062436946760606,2.7432049989090332,9.563955604316533,5.29964944637726
3,2.95056051563713,3.9891162170350216,3.0196584107841,5.330480634162981
1,5.5808270253907155,2.4908743019841983,7.298092713025064,0.47212132273489205
4,3.232096289740795,1.5584755122931946,10.954921592644741,7.075527849560798
3,6.056464496376497,3.3790647282778674,12.32556113575771,1.5581011766227568
7,3.648533560700356,3.401425615510952,-5.405807704602259,5.583380399649343
3,5.710084242562983,5.070319210026168,6.488781160014662,4.036178115904354
6,8.272146779232095,2.377358524548853,8.204383002047575,6.6409698786081055
8,4.844870357789411,0.995655995638188,-3.6801540836973867,7.022404818729468
9,1.9448020856201427,1.999788452951353,7.510295334471137,3.3904675027385327
0,5.981667184090425,3.799391890564207,6.630637462968779,4.936148969495836
3,6.974493108470675,1.7871343882453468,-1.530176691280853,1.135256010377296
2,8.18717632941997,2.5416238220815526,8.969912844586677,6.910348550997668
9,8.396224940292413,3.690815050650978,4.260396429005947,1.333670150421893
8,6.440606359481497,4.1080312344718655,-0.029810038275225104,0.02538584600552407
2,3.1958835332639053,1.4919763186297055,2.237267504649276,8.814958831354396
8,2.3671889280118092,8.727532849987039,-3.1035486546466373,5.236946179693418
6,4.594767920126914,2.610096101122223,3.916932255160898,4.148975078464689
9,6.975951916439575,1.9929567083793258,-2.4476071608587064,8.28441358768748
4,9.769265502189798,1.5100397517734412,8.588373948722852,6.1976457494182835
7,5.7371605832842265,3.577186822338695,2.8826248320489096,7.451486126869753
0,0.6922680075208323,6.551457829625419,3.4708978337719802,0.27885385101888205
3,10.103424974694576,3.725649144610702,13.175483829174247,8.312338832287821
9,4.78772064471521,1.681019553758557,-1.4943082857997219,6.365086673250695
5,6.7465944497782635,3.4861599259471343,4.587171699013236,8.97832786838331
5,2.6111173421670966,4.8975862132006105,10.312157720916668,4.74683110697597
2,3.4858240076962668,1.344499864855414,1.1793346512653096,5.772490061946712
9,6.266019511022825,1.4873934894769003,5.810484655118827,6.218615538311663
7,2.4428925823987844,2.7179187686165758,2.9563090180355673,7.0651917896114025
7,6.885702586882299,2.6842887824153774,11.724243894684578,8.178671260900687
0,2.58295475027691,2.9639287763678563,11.2202661900712,2.910768215446027
7,7.527244642024419,3.5283931626576392,10.534003400279351,6.228065732512105
5,2.1643429198543593,2.9725135232558912,12.076020815299838,4.43434371991539
4,6.622085851866364,3.3387337130917087,11.012546539761985,5.953453364264456
2,6.476606363992325,2.631168533388179,-4.11842770211665,5.540444964331649
4,4.626748246662351,3.967529010750311,3.878614560228356,0.9147818620830445
4,7.02621507352312,4.463457052454207,-6.9904403013735745,4.226986536838517
5,1.258778972381899,2.4447466880331086,6.597134214912812,0.12688309848421608
4,5.529648124158172,2.313996020908319,5.386676676807086,8.133343278786068
5,5.4233809587959705,1.8977437526019987,0.21607989305094844,1.4831008551291494
1,2.5843916379798344,2.0769832291449473,2.638395813490727,0.9160264330178582
4,14.441974510659449,1.1068862306421194,-2.021627006557554,1.5292852914518953
8,4.916176853264632,4.8159083096690996,7.700513945295292,7.870323643102658
6,10.11311180928561,2.3984432517297845,-0.7582232755039033,5.579943119165851
6,5.284365238184904,4.3691269234049255,0.910630669376022,1.3119348656096088
3,5.9948463991755006,1.4303238486979202,1.813857638696748,0.3370703436171657
2,11.299936521090201,2.3714371333347537,11.807062215316169,7.093623702483949
1,4.852313525275513,3.9132205013839565,6.27181304713085,4.472725967639389
6,-1.0113445301673565,1.0333223566639982,-3.551763102266243,7.926275980377389
9,1.0166648609262103,0.9369521999367281,2.6355363444020856,3.0052348438639793
9,8.85891662847746,2.703156509510614,6.844366365397255,0.6048856367658509
7,7.470330362929278,3.594862410485455,0.8366794665005273,3.495692666842727
4,4.528951163844504,4.877783987477508,3.6446240292061924,8.364505959456743
8,1.5420118150213291,2.3247034106274143,9.318742717243174,1.8293189151595803
7,1.2321317686532853,3.9323697556661927,8.753994311813152,6.192818091971686
8,1.0780688530071592,1.6276569504886358,3.755799326153933,6.732847862427682
2,5.672668478318438,2.484981103704226,4.404904365521577,4.100230844880603
7,9.419264692513828,3.568934647622103,7.517716688617302,4.488691508661133
7,5.059751302977107,2.5140386704944797,11.762262478696133,6.877110424735809
6,5.696151574002132,1.979805921467915,10.38364840874768,7.791406168060305
6,0.9327256508146515,5.322526866722279,-2.114065907162412,7.33734485372728
3,7.40612059538282,3.42202532416012,11.673210954427113,4.0256538401481095
9,0.9485327815687619,5.720850694848714,10.388326938129065,5.631951450761543
0,5.54800399076458,2.854656186722366,9.872508484168307,8.650679815017519
3,6.116465987948091,3.226876518472317,4.033620594402911,2.955884534333166
6,6.956848988123863,2.6692185159275175,5.952347106275175,6.639877078704983
9,3.173647117560728,1.9935546550436352,2.4376582409282386,5.814560925979777
8,6.266642956280776,3.130281590084362,11.296492981494382,1.6972601150751605
9,0.8488761608811171,2.862750222372007,2.0948624217581373,0.9012005584901508
7,11.756150827472776,4.658167645822465,17.41598319450756,3.37452064891808
0,1.068457510036632,3.0377835680071392,6.7251372880568425,0.19864805532091367
0,3.786635519687659,2.537996388218348,4.0707986242244605,4.1833502504763915
3,6.730633811265306,3.38962734453243,3.820280241852931,2.2980570904370516
1,-2.166062908673469,2.707209480538858,-6.246955206285277,6.391893580126972
1,9.675515816766147,2.7639283513706583,1.6066214500939866,4.3294384532835295
1,4.110086727513622,2.2164222937616573,7.166680379505866,3.2250968909032802
0,-0.18571229900363928,2.295181152383391,1.555857398011499,5.461735409175519
7,4.913791043652594,1.8282759412548701,13.686139466009298,8.218253316149333
7,1.4701509624420375,1.7437816176467698,13.740680499002139,8.173875643146303
9,6.378501365101814,2.4351342213683607,2.200507141325207,5.416020812144118
1,7.8653625107354905,4.366096632650159,6.699856259743386,6.334014932162871
3,4.075376539383585,1.4156094290995094,8.798492593970812,1.390602260318218
0,3.24989683968229,2.4739601711634713,-0.19641435276751285,2.12248068125958
3,7.133605206909417,3.0285159341349943,8.423409881696553,7.404771341108363
3,-1.3936362449096986,2.8790320646440235,3.1059191722616983,4.5218357673700265
0,5.816666539009885,1.7026560144496055,-0.5332939893469844,0.32065298474027826
3,9.8976384533262,2.7944466188274153,4.800784302786916,4.001292121369756
3,1.9724511587745104,3.759681180228379,13.314778738111519,8.87056729605085
4,3.814603391715708,3.336319576698625,11.087535502548821,7.629630200742239
6,4.931784654652711,2.5762953027730227,0.42303571002917817,5.819629924669645
7,7.259616702013975,2.7351992993434573,9.86110302734497,8.33337660964754
5,2.0933507454178466,2.8063947838645333,6.158018041128447,1.7924588831224648
